id;premises;target_sentence;conclusion;gold_label;item_id;context_condition;target_variant;response_option
exp1_04_nb_p_f_twice;Vorletzte Woche hat Karl Linda eine rote Rose geschenkt.;Vor vier Tagen hat Karl wieder eine rote Rose vergeben, als er zu einem Date verabredet war.;Karl hat mindestens zweimal eine rote Rose vergeben.;neutral;4;positive;b;twice
exp1_04_nb_p_f_cannot_say;Vorletzte Woche hat Karl Linda eine rote Rose geschenkt.;Vor vier Tagen hat Karl wieder eine rote Rose vergeben, als er zu einem Date verabredet war.;Es lässt sich nicht sagen, wie oft Karl eine rote Rose vergeben hat.;neutral;4;positive;b;cannot say
exp1_04_nb_n_d_once;Vorletzte Woche hat Karl Linda eine rote Rose geschenkt.;Vor vier Tagen hat Linda wieder eine rote Rose vergeben, als sie zu einem Date verabredet war.;Linda hat einmal eine rote Rose vergeben.;neutral;4;neutral;b;once
exp1_04_nb_n_d_twice;Vorletzte Woche hat Karl Linda eine rote Rose geschenkt.;Vor vier Tagen hat Linda wieder eine rote Rose vergeben, als sie zu einem Date verabredet war.;Linda hat mindestens zweimal eine rote Rose vergeben.;entailment;4;neutral;b;twice
exp1_04_nb_n_d_cannot_say;Vorletzte Woche hat Karl Linda eine rote Rose geschenkt.;Vor vier Tagen hat Linda wieder eine rote Rose vergeben, als sie zu einem Date verabredet war.;Es lässt sich nicht sagen, wie oft Linda eine rote Rose vergeben hat.;neutral;4;neutral;b;cannot say
exp1_05_pa_p_f_once;Vor drei Wochen hat Linda Greta einen langen Brief geschrieben.;Vor einer Woche hat Greta wieder einen langen Brief empfangen, weil sie auf eine Anzeige geantwortet hat.;Greta hat einmal einen langen Brief empfangen.;neutral;5;positive;a;once
exp1_05_pa_p_f_twice;Vor drei Wochen hat Linda Greta einen langen Brief geschrieben.;Vor einer Woche hat Greta wieder einen langen Brief empfangen, weil sie auf eine Anzeige geantwortet hat.;Greta hat mindestens zweimal einen langen Brief empfangen.;entailment;5;positive;a;twice
exp1_05_pa_p_f_cannot_say;Vor drei Wochen hat Linda Greta einen langen Brief geschrieben.;Vor einer Woche hat Greta wieder einen langen Brief empfangen, weil sie auf eine Anzeige geantwortet hat.;Es lässt sich nicht sagen, wie oft Greta einen langen Brief empfangen hat.;neutral;5;positive;a;cannot say
exp1_05_pa_n_d_once;Vor drei Wochen hat Linda Greta einen langen Brief geschrieben.;Vor einer Woche hat Linda wieder einen langen Brief empfangen, weil sie auf eine Anzeige geantwortet hat.;Linda hat einmal einen langen Brief empfangen.;entailment;5;neutral;a;once
exp1_05_pa_n_d_twice;Vor drei Wochen hat Linda Greta einen langen Brief geschrieben.;Vor einer Woche hat Linda wieder einen langen Brief empfangen, weil sie auf eine Anzeige geantwortet hat.;Linda hat mindestens zweimal einen langen Brief empfangen.;neutral;5;neutral;a;twice
exp1_05_pa_n_d_cannot_say;Vor drei Wochen hat Linda Greta einen langen Brief geschrieben.;Vor einer Woche hat Linda wieder einen langen Brief empfangen, weil sie auf eine Anzeige geantwortet hat.;Es lässt sich nicht sagen, wie oft Linda einen langen Brief empfangen hat.;neutral;5;neutral;a;cannot say
exp1_05_pb_p_f_once;Vor drei Wochen hat Linda Greta einen langen Brief geschrieben.;Vor einer Woche hat Greta wieder einen langen Brief verfasst, weil sie auf eine Anzeige geantwortet hat.;Greta hat einmal einen langen Brief verfasst.;neutral;5;positive;b;once
exp1_05_pb_p_f_twice;Vor drei Wochen hat Linda Greta einen langen Brief geschrieben.;Vor einer Woche hat Greta wieder einen langen Brief verfasst, weil sie auf eine Anzeige geantwortet hat.;Greta hat mindestens zweimal einen langen Brief verfasst.;entailment;5;positive;b;twice
exp1_05_pb_p_f_cannot_say;Vor drei Wochen hat Linda Greta einen langen Brief geschrieben.;Vor einer Woche hat Greta wieder einen langen Brief verfasst, weil sie auf eine Anzeige geantwortet hat.;Es lässt sich nicht sagen, wie oft Greta einen langen Brief verfasst hat.;neutral;5;positive;b;cannot say
exp1_05_pb_n_d_once;Vor drei Wochen hat Linda Greta einen langen Brief geschrieben.;Vor einer Woche hat Linda wieder einen langen Brief verfasst, weil sie auf eine Anzeige geantwortet hat.;Linda hat einmal einen langen Brief verfasst.;entailment;5;neutral;b;once
exp1_05_pb_n_d_twice;Vor drei Wochen hat Linda Greta einen langen Brief geschrieben.;Vor einer Woche hat Linda wieder einen langen Brief verfasst, weil sie auf eine Anzeige geantwortet hat.;Linda hat mindestens zweimal einen langen Brief verfasst.;neutral;5;neutral;b;twice
exp1_05_pb_n_d_cannot_say;Vor drei Wochen hat Linda Greta einen langen Brief geschrieben.;Vor einer Woche hat Linda wieder einen langen Brief verfasst, weil sie auf eine Anzeige geantwortet hat.;Es lässt sich nicht sagen, wie oft Linda einen langen Brief verfasst hat.;neutral;5;neutral;b;cannot say
exp1_05_na_p_f_once;Vor drei Wochen hat Greta Linda einen langen Brief geschrieben.;Vor einer Woche hat Linda wieder einen langen Brief empfangen, weil sie auf eine Anzeige geantwortet hat.;Linda hat einmal einen langen Brief empfangen.;entailment;5;positive;a;once
exp1_05_na_p_f_twice;Vor drei Wochen hat Greta Linda einen langen Brief geschrieben.;Vor einer Woche hat Linda wieder einen langen Brief empfangen, weil sie auf eine Anzeige geantwortet hat.;Linda hat mindestens zweimal einen langen Brief empfangen.;neutral;5;positive;a;twice
exp1_05_na_p_f_cannot_say;Vor drei Wochen hat Greta Linda einen langen Brief geschrieben.;Vor einer Woche hat Linda wieder einen langen Brief empfangen, weil sie auf eine Anzeige geantwortet hat.;Es lässt sich nicht sagen, wie oft Linda einen langen Brief empfangen hat.;neutral;5;positive;a;cannot say
exp1_05_na_n_d_once;Vor drei Wochen hat Greta Linda einen langen Brief geschrieben.;Vor einer Woche hat Greta wieder einen langen Brief empfangen, weil sie auf eine Anzeige geantwortet hat.;Greta hat einmal einen langen Brief empfangen.;neutral;5;neutral;a;once
exp1_05_na_n_d_twice;Vor drei Wochen hat Greta Linda einen langen Brief geschrieben.;Vor einer Woche hat Greta wieder einen langen Brief empfangen, weil sie auf eine Anzeige geantwortet hat.;Greta hat mindestens zweimal einen langen Brief empfangen.;entailment;5;neutral;a;twice
exp1_05_na_n_d_cannot_say;Vor drei Wochen hat Greta Linda einen langen Brief geschrieben.;Vor einer Woche hat Greta wieder einen langen Brief empfangen, weil sie auf eine Anzeige geantwortet hat.;Es lässt sich nicht sagen, wie oft Greta einen langen Brief empfangen hat.;neutral;5;neutral;a;cannot say
exp1_05_nb_p_f_once;Vor drei Wochen hat Greta Linda einen langen Brief geschrieben.;Vor einer Woche hat Linda wieder einen langen Brief verfasst, weil sie auf eine Anzeige geantwortet hat.;Linda hat einmal einen langen Brief verfasst.;entailment;5;positive;b;once
exp1_05_nb_p_f_twice;Vor drei Wochen hat Greta Linda einen langen Brief geschrieben.;Vor einer Woche hat Linda wieder einen langen Brief verfasst, weil sie auf eine Anzeige geantwortet hat.;Linda hat mindestens zweimal einen langen Brief verfasst.;neutral;5;positive;b;twice
exp1_05_nb_p_f_cannot_say;Vor drei Wochen hat Greta Linda einen langen Brief geschrieben.;Vor einer Woche hat Linda wieder einen langen Brief verfasst, weil sie auf eine Anzeige geantwortet hat.;Es lässt sich nicht sagen, wie oft Linda einen langen Brief verfasst hat.;neutral;5;positive;b;cannot say
exp1_05_nb_n_d_once;Vor drei Wochen hat Greta Linda einen langen Brief geschrieben.;Vor einer Woche hat Greta wieder einen langen Brief verfasst, weil sie auf eine Anzeige geantwortet hat.;Greta hat einmal einen langen Brief verfasst.;neutral;5;neutral;b;once
exp1_05_nb_n_d_twice;Vor drei Wochen hat Greta Linda einen langen Brief geschrieben.;Vor einer Woche hat Greta wieder einen langen Brief verfasst, weil sie auf eine Anzeige geantwortet hat.;Greta hat mindestens zweimal einen langen Brief verfasst.;entailment;5;neutral;b;twice
exp1_05_nb_n_d_cannot_say;Vor drei Wochen hat Greta Linda einen langen Brief geschrieben.;Vor einer Woche hat Greta wieder einen langen Brief verfasst, weil sie auf eine Anzeige geantwortet hat.;Es lässt sich nicht sagen, wie oft Greta einen langen Brief verfasst hat.;neutral;5;neutral;b;cannot say
exp1_06_pa_p_f_once;Vor zwei Monaten hat Judith fur Tina einen leckeren Kuchen gebacken.;Vor zwei Wochen hat Tina wieder einen leckeren Kuchen erhalten, weil sie zu einer Party eingeladen hatte.;Tina hat einmal einen leckeren Kuchen erhalten.;neutral;6;positive;a;once
exp1_06_pa_p_f_twice;Vor zwei Monaten hat Judith fur Tina einen leckeren Kuchen gebacken.;Vor zwei Wochen hat Tina wieder einen leckeren Kuchen erhalten, weil sie zu einer Party eingeladen hatte.;Tina hat mindestens zweimal einen leckeren Kuchen erhalten.;entailment;6;positive;a;twice
exp1_06_pa_p_f_cannot_say;Vor zwei Monaten hat Judith fur Tina einen leckeren Kuchen gebacken.;Vor zwei Wochen hat Tina wieder einen leckeren Kuchen erhalten, weil sie zu einer Party eingeladen hatte.;Es lässt sich nicht sagen, wie oft Tina einen leckeren Kuchen erhalten hat.;neutral;6;positive;a;cannot say
exp1_06_pa_n_d_once;Vor zwei Monaten hat Judith fur Tina einen leckeren Kuchen gebacken.;Vor zwei Wochen hat Judith wieder einen leckeren Kuchen erhalten, weil sie zu einer Party eingeladen hatte.;Judith hat einmal einen leckeren Kuchen erhalten.;entailment;6;neutral;a;once
exp1_06_pa_n_d_twice;Vor zwei Monaten hat Judith fur Tina einen leckeren Kuchen gebacken.;Vor zwei Wochen hat Judith wieder einen leckeren Kuchen erhalten, weil sie zu einer Party eingeladen hatte.;Judith hat mindestens zweimal einen leckeren Kuchen erhalten.;neutral;6;neutral;a;twice
exp1_06_pa_n_d_cannot_say;Vor zwei Monaten hat Judith fur Tina einen leckeren Kuchen gebacken.;Vor zwei Wochen hat Judith wieder einen leckeren Kuchen erhalten, weil sie zu einer Party eingeladen hatte.;Es lässt sich nicht sagen, wie oft Judith einen leckeren Kuchen erhalten hat.;neutral;6;neutral;a;cannot say
exp1_06_pb_p_f_once;Vor zwei Monaten hat Judith fur Tina einen leckeren Kuchen gebacken.;Vor zwei Wochen hat Tina wieder einen leckeren Kuchen gemacht, weil sie zu einer Party eingeladen hatte.;Tina hat einmal einen leckeren Kuchen gemacht.;neutral;6;positive;b;once
exp1_06_pb_p_f_twice;Vor zwei Monaten hat Judith fur Tina einen leckeren Kuchen gebacken.;Vor zwei Wochen hat Tina wieder einen leckeren Kuchen gemacht, weil sie zu einer Party eingeladen hatte.;Tina hat mindestens zweimal einen leckeren Kuchen gemacht.;entailment;6;positive;b;twice
exp1_06_pb_p_f_cannot_say;Vor zwei Monaten hat Judith fur Tina einen leckeren Kuchen gebacken.;Vor zwei Wochen hat Tina wieder einen leckeren Kuchen gemacht, weil sie zu einer Party eingeladen hatte.;Es lässt sich nicht sagen, wie oft Tina einen leckeren Kuchen gemacht hat.;neutral;6;positive;b;cannot say
exp1_06_pb_n_d_once;Vor zwei Monaten hat Judith fur Tina einen leckeren Kuchen gebacken.;Vor zwei Wochen hat Judith wieder einen leckeren Kuchen gemacht, weil sie zu einer Party eingeladen hatte.;Judith hat einmal einen leckeren Kuchen gemacht.;entailment;6;neutral;b;once
exp1_06_pb_n_d_twice;Vor zwei Monaten hat Judith fur Tina einen leckeren Kuchen gebacken.;Vor zwei Wochen hat Judith wieder einen leckeren Kuchen gemacht, weil sie zu einer Party eingeladen hatte.;Judith hat mindestens zweimal einen leckeren Kuchen gemacht.;neutral;6;neutral;b;twice
exp1_06_pb_n_d_cannot_say;Vor zwei Monaten hat Judith fur Tina einen leckeren Kuchen gebacken.;Vor zwei Wochen hat Judith wieder einen leckeren Kuchen gemacht, weil sie zu einer Party eingeladen hatte.;Es lässt sich nicht sagen, wie oft Judith einen leckeren Kuchen gemacht hat.;neutral;6;neutral;b;cannot say
exp1_06_na_p_f_once;Vor zwei Monaten hat Tina fur Judith einen leckeren Kuchen gebacken.;Vor zwei Wochen hat Judith wieder einen leckeren Kuchen erhalten, weil sie zu einer Party eingeladen hatte.;Judith hat einmal einen leckeren Kuchen erhalten.;entailment;6;positive;a;once
exp1_06_na_p_f_twice;Vor zwei Monaten hat Tina fur Judith einen leckeren Kuchen gebacken.;Vor zwei Wochen hat Judith wieder einen leckeren Kuchen erhalten, weil sie zu einer Party eingeladen hatte.;Judith hat mindestens zweimal einen leckeren Kuchen erhalten.;neutral;6;positive;a;twice
exp1_06_na_p_f_cannot_say;Vor zwei Monaten hat Tina fur Judith einen leckeren Kuchen gebacken.;Vor zwei Wochen hat Judith wieder einen leckeren Kuchen erhalten, weil sie zu einer Party eingeladen hatte.;Es lässt sich nicht sagen, wie oft Judith einen leckeren Kuchen erhalten hat.;neutral;6;positive;a;cannot say
exp1_06_na_n_d_once;Vor zwei Monaten hat Tina fur Judith einen leckeren Kuchen gebacken.;Vor zwei Wochen hat Tina wieder einen leckeren Kuchen erhalten, weil sie zu einer Party eingeladen hatte.;Tina hat einmal einen leckeren Kuchen erhalten.;neutral;6;neutral;a;once
exp1_06_na_n_d_twice;Vor zwei Monaten hat Tina fur Judith einen leckeren Kuchen gebacken.;Vor zwei Wochen hat Tina wieder einen leckeren Kuchen erhalten, weil sie zu einer Party eingeladen hatte.;Tina hat mindestens zweimal einen leckeren Kuchen erhalten.;entailment;6;neutral;a;twice
exp1_06_na_n_d_cannot_say;Vor zwei Monaten hat Tina fur Judith einen leckeren Kuchen gebacken.;Vor zwei Wochen hat Tina wieder einen leckeren Kuchen erhalten, weil sie zu einer Party eingeladen hatte.;Es lässt sich nicht sagen, wie oft Tina einen leckeren Kuchen erhalten hat.;neutral;6;neutral;a;cannot say
exp1_06_nb_p_f_once;Vor zwei Monaten hat Tina fur Judith einen leckeren Kuchen gebacken.;Vor zwei Wochen hat Judith wieder einen leckeren Kuchen gemacht, weil sie zu einer Party eingeladen hatte.;Judith hat einmal einen leckeren Kuchen gemacht.;entailment;6;positive;b;once
exp1_06_nb_p_f_twice;Vor zwei Monaten hat Tina fur Judith einen leckeren Kuchen gebacken.;Vor zwei Wochen hat Judith wieder einen leckeren Kuchen gemacht, weil sie zu einer Party eingeladen hatte.;Judith hat mindestens zweimal einen leckeren Kuchen gemacht.;neutral;6;positive;b;twice
exp1_06_nb_p_f_cannot_say;Vor zwei Monaten hat Tina fur Judith einen leckeren Kuchen gebacken.;Vor zwei Wochen hat Judith wieder einen leckeren Kuchen gemacht, weil sie zu einer Party eingeladen hatte.;Es lässt sich nicht sagen, wie oft Judith einen leckeren Kuchen gemacht hat.;neutral;6;positive;b;cannot say
exp1_06_nb_n_d_once;Vor zwei Monaten hat Tina fur Judith einen leckeren Kuchen gebacken.;Vor zwei Wochen hat Tina wieder einen leckeren Kuchen gemacht, weil sie zu einer Party eingeladen hatte.;Tina hat einmal einen leckeren Kuchen gemacht.;neutral;6;neutral;b;once
exp1_06_nb_n_d_twice;Vor zwei Monaten hat Tina fur Judith einen leckeren Kuchen gebacken.;Vor zwei Wochen hat Tina wieder einen leckeren Kuchen gemacht, weil sie zu einer Party eingeladen hatte.;Tina hat mindestens zweimal einen leckeren Kuchen gemacht.;entailment;6;neutral;b;twice
exp1_06_nb_n_d_cannot_say;Vor zwei Monaten hat Tina fur Judith einen leckeren Kuchen gebacken.;Vor zwei Wochen hat Tina wieder einen leckeren Kuchen gemacht, weil sie zu einer Party eingeladen hatte.;Es lässt sich nicht sagen, wie oft Tina einen leckeren Kuchen gemacht hat.;neutral;6;neutral;b;cannot say
exp1_07_pa_p_f_once;Vor einer Woche hat Judith fur Sabine eine fetzige CD zusammengestellt.;Vor drei Tagen hat Sabine wieder eine fetzige CD bekommen, weil sie bei einer Tauschaktion mitgemacht hat.;Sabine hat einmal eine fetzige CD bekommen.;neutral;7;positive;a;once
exp1_07_pa_p_f_twice;Vor einer Woche hat Judith fur Sabine eine fetzige CD zusammengestellt.;Vor drei Tagen hat Sabine wieder eine fetzige CD bekommen, weil sie bei einer Tauschaktion mitgemacht hat.;Sabine hat mindestens zweimal eine fetzige CD bekommen.;entailment;7;positive;a;twice
exp1_07_pa_p_f_cannot_say;Vor einer Woche hat Judith fur Sabine eine fetzige CD zusammengestellt.;Vor drei Tagen hat Sabine wieder eine fetzige CD bekommen, weil sie bei einer Tauschaktion mitgemacht hat.;Es lässt sich nicht sagen, wie oft Sabine eine fetzige CD bekommen hat.;neutral;7;positive;a;cannot say
exp1_07_pa_n_d_once;Vor einer Woche hat Judith fur Sabine eine fetzige CD zusammengestellt.;Vor drei Tagen hat Judith wieder eine fetzige CD bekommen, weil sie bei einer Tauschaktion mitgemacht hat.;Judith hat einmal eine fetzige CD bekommen.;entailment;7;neutral;a;once
exp1_07_pa_n_d_twice;Vor einer Woche hat Judith fur Sabine eine fetzige CD zusammengestellt.;Vor drei Tagen hat Judith wieder eine fetzige CD bekommen, weil sie bei einer Tauschaktion mitgemacht hat.;Judith hat mindestens zweimal eine fetzige CD bekommen.;neutral;7;neutral;a;twice
exp1_07_pa_n_d_cannot_say;Vor einer Woche hat Judith fur Sabine eine fetzige CD zusammengestellt.;Vor drei Tagen hat Judith wieder eine fetzige CD bekommen, weil sie bei einer Tauschaktion mitgemacht hat.;Es lässt sich nicht sagen, wie oft Judith eine fetzige CD bekommen hat.;neutral;7;neutral;a;cannot say
exp1_07_pb_p_f_once;Vor einer Woche hat Judith fur Sabine eine fetzige CD zusammengestellt.;Vor drei Tagen hat Sabine wieder eine fetzige CD gebrannt, weil sie bei einer Tauschaktion mitgemacht hat.;Sabine hat einmal eine fetzige CD gebrannt.;neutral;7;positive;b;once
exp1_07_pb_p_f_twice;Vor einer Woche hat Judith fur Sabine eine fetzige CD zusammengestellt.;Vor drei Tagen hat Sabine wieder eine fetzige CD gebrannt, weil sie bei einer Tauschaktion mitgemacht hat.;Sabine hat mindestens zweimal eine fetzige CD gebrannt.;entailment;7;positive;b;twice
exp1_07_pb_p_f_cannot_say;Vor einer Woche hat Judith fur Sabine eine fetzige CD zusammengestellt.;Vor drei Tagen hat Sabine wieder eine fetzige CD gebrannt, weil sie bei einer Tauschaktion mitgemacht hat.;Es lässt sich nicht sagen, wie oft Sabine eine fetzige CD gebrannt hat.;neutral;7;positive;b;cannot say
exp1_07_pb_n_d_once;Vor einer Woche hat Judith fur Sabine eine fetzige CD zusammengestellt.;Vor drei Tagen hat Judith wieder eine fetzige CD gebrannt, weil sie bei einer Tauschaktion mitgemacht hat.;Judith hat einmal eine fetzige CD gebrannt.;entailment;7;neutral;b;once
exp1_07_pb_n_d_twice;Vor einer Woche hat Judith fur Sabine eine fetzige CD zusammengestellt.;Vor drei Tagen hat Judith wieder eine fetzige CD gebrannt, weil sie bei einer Tauschaktion mitgemacht hat.;Judith hat mindestens zweimal eine fetzige CD gebrannt.;neutral;7;neutral;b;twice
exp1_07_pb_n_d_cannot_say;Vor einer Woche hat Judith fur Sabine eine fetzige CD zusammengestellt.;Vor drei Tagen hat Judith wieder eine fetzige CD gebrannt, weil sie bei einer Tauschaktion mitgemacht hat.;Es lässt sich nicht sagen, wie oft Judith eine fetzige CD gebrannt hat.;neutral;7;neutral;b;cannot say
exp1_07_na_p_f_once;Vor einer Woche hat Sabine fur Judith eine fetzige CD zusammengestellt.;Vor drei Tagen hat Judith wieder eine fetzige CD bekommen, weil sie bei einer Tauschaktion mitgemacht hat.;Judith hat einmal eine fetzige CD bekommen.;entailment;7;positive;a;once
exp1_07_na_p_f_twice;Vor einer Woche hat Sabine fur Judith eine fetzige CD zusammengestellt.;Vor drei Tagen hat Judith wieder eine fetzige CD bekommen, weil sie bei einer Tauschaktion mitgemacht hat.;Judith hat mindestens zweimal eine fetzige CD bekommen.;neutral;7;positive;a;twice
